id;city;city_ascii;country;admin_name
585;Meerut;Meerut;India;Uttar Pradesh
586;Yushu;Yushu;China;Jilin
587;Belém;Belem;Brazil;Pará
588;Kuaidamao;Kuaidamao;China;Jilin
589;Huazhou;Huazhou;China;Guangdong
590;Baishan;Baishan;China;Jilin
591;Adelaide;Adelaide;Australia;South Australia
592;Haicheng;Haicheng;China;Liaoning
593;Milwaukee;Milwaukee;United States;Wisconsin
594;Providence;Providence;United States;Rhode Island
595;Jacksonville;Jacksonville;United States;Florida
596;Yicheng;Yicheng;China;Jiangsu
597;Cacuaco;Cacuaco;Angola;Luanda
598;Porto;Porto;Portugal;Porto
599;Rosario;Rosario;Argentina;Santa Fe
600;Canagatan;Canagatan;Philippines;Cagayan
601;Soweto;Soweto;South Africa;Gauteng
602;Bagam;Bagam;Indonesia;Kepulauan Riau
603;Jabalpur;Jabalpur;India;Madhya Pradesh
604;Rucheng;Rucheng;China;Jiangsu
605;Huaiyin;Huaiyin;China;Jiangsu
606;Dublin;Dublin;Ireland;Dublin
607;Kazan;Kazan;Russia;Tatarstan
608;Dayan;Dayan;China;Yunnan
609;Shaoyang;Shaoyang;China;Jiangsu
610;Bal?kesir;Balikesir;Turkey;Bal?kesir
611;Comayagüela;Comayaguela;Honduras;Francisco Morazán
612;Laiwu;Laiwu;China;Shandong
613;Sharjah;Sharjah;United Arab Emirates;Ash Sh?riqah
614;Jingling;Jingling;China;Hubei
615;Kaly?n;Kalyan;India;Mah?r?shtra
616;Nizhniy Novgorod;Nizhniy Novgorod;Russia;Nizhegorodskaya Oblast’
617;Yongcheng;Yongcheng;China;Henan
618;Sumedang;Sumedang;Indonesia;Jawa Barat
619;C?n Th?;Can Tho;Vietnam;C?n Th?
620;Brussels;Brussels;Belgium;Brussels-Capital Region
621;Suwon;Suwon;Korea, South;Gyeonggi
622;Yiwu;Yiwu;China;Zhejiang
623;Beidao;Beidao;China;Gansu
624;Vasai-Virar;Vasai-Virar;India;Mah?r?shtra
625;Xiangshui;Xiangshui;China;Guizhou
626;Dadukou;Dadukou;China;Sichuan
627;Campinas;Campinas;Brazil;São Paulo
628;Lingcheng;Lingcheng;China;Guangxi
629;Shuangyashan;Shuangyashan;China;Heilongjiang
630;Mombasa;Mombasa;Kenya;Mombasa
631;Najafgarh;Najafgarh;India;Delhi
632;Xinyu;Xinyu;China;Jiangxi
633;Qom;Qom;Iran;Qom
634;Hargeysa;Hargeysa;Somalia;Woqooyi Galbeed
635;Baidoa;Baidoa;Somalia;Bay
636;Zhangye;Zhangye;China;Gansu
637;V?r?nasi;Varanasi;India;Uttar Pradesh
638;Hiroshima;Hiroshima;Japan;Hiroshima
639;Chiang Mai;Chiang Mai;Thailand;Chiang Mai
640;Belgrade;Belgrade;Serbia;Beograd
641;Maiduguri;Maiduguri;Nigeria;Borno
642;Chelyabinsk;Chelyabinsk;Russia;Chelyabinskaya Oblast’
643;Batam Centre;Batam Centre;Indonesia;Kepulauan Riau
644;Rongcheng;Rongcheng;China;Yunnan
645;Mbandaka;Mbandaka;Congo (Kinshasa);Équateur
646;Doha;Doha;Qatar;Ad Daw?ah
647;Ahv?z;Ahvaz;Iran;Kh?zest?n
648;Shymkent;Shymkent;Kazakhstan;Shymkent
649;Tripoli;Tripoli;Libya;?ar?bulus
650;Sr?nagar;Srinagar;India;Jammu and Kashm?r
651;Nashville;Nashville;United States;Tennessee
652;Liaoyuan;Liaoyuan;China;Jilin
653;Aurang?b?d;Aurangabad;India;Mah?r?shtra
654;Cilacap;Cilacap;Indonesia;Jawa Tengah
655;Salt Lake City;Salt Lake City;United States;Utah
656;Omsk;Omsk;Russia;Omskaya Oblast’
657;Pikine;Pikine;Senegal;Dakar
658;Samara;Samara;Russia;Samarskaya Oblast’
659;Guankou;Guankou;China;Hunan
660;Bandar Lampung;Bandar Lampung;Indonesia;Lampung
661;Raleigh;Raleigh;United States;North Carolina
662;Lianyuan;Lianyuan;China;Hunan
663;Rongcheng;Rongcheng;China;Hubei
664;Dhanb?d;Dhanbad;India;Jh?rkhand
665;Nay Pyi Taw;Nay Pyi Taw;Burma;Nay Pyi Taw
666;Aba;Aba;Nigeria;Abia
667;Kaiyuan;Kaiyuan;China;Henan
668;Zhuji;Zhuji;China;Zhejiang
669;Yingtan;Yingtan;China;Jiangxi
670;Edmonton;Edmonton;Canada;Alberta
671;Leiyang;Leiyang;China;Hunan
672;Ulsan;Ulsan;Korea, South;Ulsan
673;Yichun;Yichun;China;Heilongjiang
674;Benin City;Benin City;Nigeria;Edo
675;Bujumbura;Bujumbura;Burundi;Bujumbura Mairie
676;Guyuan;Guyuan;China;Ningxia
677;Xiantao;Xiantao;China;Hubei
678;Rostov;Rostov;Russia;Rostovskaya Oblast’
679;Maputo;Maputo;Mozambique;Maputo
680;Bukavu;Bukavu;Congo (Kinshasa);Sud-Kivu
681;Amritsar;Amritsar;India;Punjab
682;Shagamu;Shagamu;Nigeria;Ogun
683;Yingchuan;Yingchuan;China;Henan
684;Al?garh;Aligarh;India;Uttar Pradesh
685;Santo Domingo;Santo Domingo;Dominican Republic;Ozama
686;Bogor;Bogor;Indonesia;Jawa Barat
687;Bishkek;Bishkek;Kyrgyzstan;Bishkek
688;Tbilisi;Tbilisi;Georgia;Tbilisi
689;Guw?h?ti;Guwahati;India;Assam
690;Ufa;Ufa;Russia;Bashkortostan
691;Fès;Fes;Morocco;Fès-Meknès
692;Mwanza;Mwanza;Tanzania;Mwanza
693;Biên Hòa;Bien Hoa;Vietnam;??ng Nai
694;Mexicali;Mexicali;Mexico;Baja California
695;Sevilla;Sevilla;Spain;Andalusia
696;Ikare;Ikare;Nigeria;Ondo
697;Dongtai;Dongtai;China;Jiangsu
698;Dingzhou;Dingzhou;China;Hebei
699;Xibeijie;Xibeijie;China;Gansu
700;Tamale;Tamale;Ghana;Northern
701;Yuyao;Yuyao;China;Zhejiang
702;Hanchuan;Hanchuan;China;Hubei
703;Gongzhuling;Gongzhuling;China;Jilin
704;N’Djamena;N'Djamena;Chad;N’Djamena
705;Ubungo;Ubungo;Tanzania;Dar es Salaam
706;Cologne;Cologne;Germany;North Rhine-Westphalia
707;Krasnoyarsk;Krasnoyarsk;Russia;Krasnoyarskiy Kray
708;Zhufeng;Zhufeng;China;Shandong
709;Ezhou;Ezhou;China;Hubei
710;Astana;Astana;Kazakhstan;Nur-Sultan
711;Nezahualcóyotl;Nezahualcoyotl;Mexico;México
712;Nouakchott;Nouakchott;Mauritania;Nouakchott Ouest
713;H?ora;Haora;India;West Bengal
714;Tongjin;Tongjin;Korea, South;Gyeonggi
715;Xiashi;Xiashi;China;Zhejiang
716;Yerevan;Yerevan;Armenia;Yerevan
717;R?nchi;Ranchi;India;Jh?rkhand
718;Richmond;Richmond;United States;Virginia
719;Ciudad Nezahualcóyotl;Ciudad Nezahualcoyotl;Mexico;México
720;Gwalior;Gwalior;India;Madhya Pradesh
721;Ottawa;Ottawa;Canada;Ontario
722;Zhongwei;Zhongwei;China;Ningxia
723;Oslo;Oslo;Norway;Oslo
724;Goyang;Goyang;Korea, South;Gyeonggi
725;Sendai;Sendai;Japan;Miyagi
726;Mizhou;Mizhou;China;Shandong
727;Xishan;Xishan;China;Hunan
728;Barquisimeto;Barquisimeto;Venezuela;Lara
729;Hegang;Hegang;China;Heilongjiang
730;Chand?garh;Chandigarh;India;Chand?garh
731;Voronezh;Voronezh;Russia;Voronezhskaya Oblast’
732;Managua;Managua;Nicaragua;Managua
733;Haldw?ni;Haldwani;India;Uttar?khand
734;Vijayav?da;Vijayawada;India;Andhra Pradesh
735;Perm;Perm;Russia;Permskiy Kray
736;Fangchenggang;Fangchenggang;China;Guangxi
737;Jiancheng;Jiancheng;China;Sichuan
738;Cazenga;Cazenga;Angola;Luanda
739;Kisangani;Kisangani;Congo (Kinshasa);Tshopo
740;Shouguang;Shouguang;China;Shandong
741;Memphis;Memphis;United States;Tennessee
742;São Luís;Sao Luis;Brazil;Maranhão
743;Jodhpur;Jodhpur;India;R?jasth?n
744;Matola;Matola;Mozambique;Maputo
745;Ogbomoso;Ogbomoso;Nigeria;Oyo
746;Sanya;Sanya;China;Hainan
747;Rangapukur;Rangapukur;Bangladesh;Rangpur
748;Ashgabat;Ashgabat;Turkmenistan;A?gabat
749;Wutong;Wutong;China;Zhejiang
750;Linhai;Linhai;China;Zhejiang
751;Denizli;Denizli;Turkey;Denizli
752;Niamey;Niamey;Niger;Niamey
753;Shubr? al Khaymah;Shubra al Khaymah;Egypt;Al Qaly?b?yah
754;Wafangdian;Wafangdian;China;Liaoning
755;Zhongxiang;Zhongxiang;China;Hubei
756;Monrovia;Monrovia;Liberia;Montserrado
757;San Cristóbal;San Cristobal;Venezuela;Táchira
758;Islamabad;Islamabad;Pakistan;Islamabad
759;Xinyi;Xinyi;China;Guangdong
760;Th? ??c;Thu Duc;Vietnam;H? Chí Minh
761;Morelia;Morelia;Mexico;Michoacán
762;Odesa;Odesa;Ukraine;Odeska Oblast
763;Raipur;Raipur;India;Chhatt?sgarh
764;Changwon;Changwon;Korea, South;Gyeongnam
765;Arequipa;Arequipa;Peru;Arequipa
766;Volgograd;Volgograd;Russia;Volgogradskaya Oblast’
767;Zaoyang;Zaoyang;China;Hubei
768;Xingyi;Xingyi;China;Guizhou
769;Shuizhai;Shuizhai;China;Henan
770;Kota;Kota;India;R?jasth?n
771;Quetta;Quetta;Pakistan;Balochistan
772;Qu?ng Hà;Quang Ha;Vietnam;Qu?ng Nam
773;Domaa-Ahenkro;Domaa-Ahenkro;Ghana;Bono
774;Bareilly;Bareilly;India;Uttar Pradesh
775;Oklahoma City;Oklahoma City;United States;Oklahoma
776;Bordeaux;Bordeaux;France;Nouvelle-Aquitaine
777;Xingcheng;Xingcheng;China;Guangdong
778;Taixing;Taixing;China;Jiangsu
779;Xinhualu;Xinhualu;China;Henan
780;Lilongwe;Lilongwe;Malawi;Lilongwe
781;Port-au-Prince;Port-au-Prince;Haiti;Ouest
782;Yingcheng;Yingcheng;China;Guangdong
783;Al Mijlad;Al Mijlad;Sudan;West Kordofan
784;Luocheng;Luocheng;China;Guangdong
785;Pekanbaru;Pekanbaru;Indonesia;Riau
786;Natal;Natal;Brazil;Amazonas
787;Chiba;Chiba;Japan;Chiba
788;Kirkuk;Kirkuk;Iraq;Kark?k
789;Hartford;Hartford;United States;Connecticut
790;Huilong;Huilong;China;Jiangsu
791;Wuchuan;Wuchuan;China;Guangdong
792;Dnipro;Dnipro;Ukraine;Dnipropetrovska Oblast
793;N?r?yanganj;Narayanganj;Bangladesh;Dhaka
794;Gqeberha;Gqeberha;South Africa;Eastern Cape
795;Málaga;Malaga;Spain;Andalusia
796;Marrakech;Marrakech;Morocco;Marrakech-Safi
797;Cebu City;Cebu City;Philippines;Cebu
798;Louisville;Louisville;United States;Kentucky
799;Asmara;Asmara;Eritrea;Ma’?kel
800;Coimbatore;Coimbatore;India;Tamil N?du
801;Maceió;Maceio;Brazil;Alagoas
802;Nada;Nada;China;Hainan
803;Taishan;Taishan;China;Guangdong
804;Teresina;Teresina;Brazil;Piauí
805;Sol?pur;Solapur;India;Mah?r?shtra
806;Freetown;Freetown;Sierra Leone;Western Area
807;Santo Domingo Este;Santo Domingo Este;Dominican Republic;Ozama
808;Krasnodar;Krasnodar;Russia;Krasnodarskiy Kray
809;Vientiane;Vientiane;Laos;Viangchan
810;Tangier;Tangier;Morocco;Tanger-Tétouan-Al Hoceïma
811;Anqiu;Anqiu;China;Shandong
812;Kerm?nsh?h;Kermanshah;Iran;Kerm?nsh?h
813;Feicheng;Feicheng;China;Shandong
814;Kibanseke Première;Kibanseke Premiere;Congo (Kinshasa);Kinshasa
815;Seberang Jaya;Seberang Jaya;Malaysia;Pulau Pinang
816;Buffalo;Buffalo;United States;New York
817;Hubli;Hubli;India;Karn?taka
818;El Alto;El Alto;Bolivia;La Paz
819;Çankaya;Cankaya;Turkey;Ankara
820;Hwasu-dong;Hwasu-dong;Korea, South;Gyeonggi
821;Setagaya;Setagaya;Japan;T?ky?
822;Keçiören;Kecioren;Turkey;Ankara
823;Jerusalem;Jerusalem;Israel;Jerusalem
824;Khartoum North;Khartoum North;Sudan;Khartoum
825;Meishan;Meishan;China;Henan
826;Mushin;Mushin;Nigeria;Lagos
827;Trujillo;Trujillo;Peru;La Libertad
828;Kitaky?sh?;Kitakyushu;Japan;Fukuoka
829;Aguascalientes;Aguascalientes;Mexico;Aguascalientes
830;New Orleans;New Orleans;United States;Louisiana
831;Fort Worth;Fort Worth;United States;Texas
832;Taihe;Taihe;China;Sichuan
833;Riga;Riga;Latvia;R?ga
834;Xin’an;Xin'an;China;Jiangsu
835;Taihecun;Taihecun;China;Heilongjiang
836;Kashgar;Kashgar;China;Xinjiang
837;S?ngnam;Songnam;Korea, South;Gyeonggi
838;Trichinopoly;Trichinopoly;India;Tamil N?du
839;Cartagena;Cartagena;Colombia;Bolívar
840;Qingzhou;Qingzhou;China;Shandong
841;Naples;Naples;Italy;Campania
842;Santiago del Estero;Santiago del Estero;Argentina;Santiago del Estero
843;Naucalpan de Juárez;Naucalpan de Juarez;Mexico;México
844;Daye;Daye;China;Hubei
845;Hengzhou;Hengzhou;China;Guangxi
846;Padang;Padang;Indonesia;Sumatera Barat
847;Bridgeport;Bridgeport;United States;Connecticut
848;Owerri;Owerri;Nigeria;Imo
849;Zhuanghe;Zhuanghe;China;Liaoning
850;Bobo-Dioulasso;Bobo-Dioulasso;Burkina Faso;Hauts-Bassins
851;Ad Damm?m;Ad Dammam;Saudi Arabia;Ash Sharq?yah
852;Quzhou;Quzhou;China;Zhejiang
853;Donetsk;Donetsk;Ukraine;Donetska Oblast
854;Ashm?n;Ashmun;Egypt;Al Min?f?yah
855;Bunia;Bunia;Congo (Kinshasa);Ituri
856;Jiaozhou;Jiaozhou;China;Shandong
857;Campo Grande;Campo Grande;Brazil;Mato Grosso do Sul
858;Wuchang;Wuchang;China;Heilongjiang
859;São Gonçalo;Sao Goncalo;Brazil;Rio de Janeiro
860;Bucaramanga;Bucaramanga;Colombia;Santander
861;Mérida;Merida;Mexico;Yucatán
862;Yangchun;Yangchun;China;Guangdong
863;Osmangazi;Osmangazi;Turkey;Bursa
864;Esenyurt;Esenyurt;Turkey;?stanbul
865;Mor?d?b?d;Moradabad;India;Uttar Pradesh
866;Bangui;Bangui;Central African Republic;Bangui
867;Abeokuta;Abeokuta;Nigeria;Ogun
868;Cancún;Cancun;Mexico;Quintana Roo
869;Antipolo;Antipolo;Philippines;Rizal
870;Dengtalu;Dengtalu;China;Henan
871;Taguig City;Taguig City;Philippines;Taguig
872;Tab?k;Tabuk;Saudi Arabia;Tab?k
873;Zhoushan;Zhoushan;China;Zhejiang
874;Tucson;Tucson;United States;Arizona
875;As Sulaym?n?yah;As Sulaymaniyah;Iraq;As Sulaym?n?yah
876;Chihuahua;Chihuahua;Mexico;Chihuahua
877;Klang;Klang;Malaysia;Selangor
878;Tirupp?r;Tiruppur;India;Tamil N?du
879;Gurgaon;Gurgaon;India;Hary?na
880;Ar Ram?d?;Ar Ramadi;Iraq;Al Anb?r
881;Hai’an;Hai'an;China;Jiangsu
882;Laiyang;Laiyang;China;Shandong
883;Barinas;Barinas;Venezuela;Barinas
884;Jalandhar;Jalandhar;India;Punjab
885;Marseille;Marseille;France;Provence-Alpes-Côte d’Azur
886;Kaifeng Chengguanzhen;Kaifeng Chengguanzhen;China;Henan
887;Eski?ehir;Eskisehir;Turkey;Eski?ehir
888;Gaomi;Gaomi;China;Shandong
889;Lhasa;Lhasa;China;Tibet
890;Ipoh;Ipoh;Malaysia;Perak
891;El Paso;El Paso;United States;Texas
892;Saltillo;Saltillo;Mexico;Coahuila
893;Dushanbe;Dushanbe;Tajikistan;Dushanbe
894;Ikeja;Ikeja;Nigeria;Lagos
895;El Dorado;El Dorado;Mexico;Sinaloa
896;Cochabamba;Cochabamba;Bolivia;Cochabamba
897;Portsmouth;Portsmouth;United Kingdom;Portsmouth
898;Tyumen;Tyumen;Russia;Tyumenskaya Oblast’
899;Southampton;Southampton;United Kingdom;Southampton
900;Hermosillo;Hermosillo;Mexico;Sonora
901;Wuxi;Wuxi;China;Hunan
902;Leping;Leping;China;Jiangxi
903;Cheongju;Cheongju;Korea, South;Chungbuk
904;Shache;Shache;China;Xinjiang
905;Sale;Sale;Morocco;Rabat-Salé-Kénitra
906;Hailun;Hailun;China;Heilongjiang
907;Macheng;Macheng;China;Hubei
908;Akure;Akure;Nigeria;Ondo
909;Ilorin;Ilorin;Nigeria;Kwara
910;Erbil;Erbil;Iraq;Arb?l
911;Kathmandu;Kathmandu;Nepal;
912;Saratov;Saratov;Russia;Saratovskaya Oblast’
913;Iguaçu;Iguacu;Brazil;Rio de Janeiro
914;Zijinglu;Zijinglu;China;Henan
915;Turin;Turin;Italy;Piedmont
916;Yuci;Yuci;China;Shanxi
917;Dehui;Dehui;China;Jilin
918;Pietermaritzburg;Pietermaritzburg;South Africa;KwaZulu-Natal
919;Durban;Durban;South Africa;KwaZulu-Natal
920;Bhubaneshwar;Bhubaneshwar;India;Odisha
921;Denpasar;Denpasar;Indonesia;Bali
922;Tongchuan;Tongchuan;China;Shaanxi
923;João Pessoa;Joao Pessoa;Brazil;Paraíba
924;Samarinda;Samarinda;Indonesia;Kalimantan Timur
925;Chengxiang;Chengxiang;China;Jiangsu
926;Rongjiawan;Rongjiawan;China;Hunan
927;Weichanglu;Weichanglu;China;Shandong
928;Sakai;Sakai;Japan;?saka
929;Renqiu;Renqiu;China;Hebei
930;Omaha;Omaha;United States;Nebraska
931;Xindi;Xindi;China;Hubei
932;Wu’an;Wu'an;China;Hebei
933;Qingping;Qingping;China;Henan
934;Gaoyou;Gaoyou;China;Jiangsu
935;São Bernardo do Campo;Sao Bernardo do Campo;Brazil;São Paulo
936;Yiyang;Yiyang;China;Hunan
937;Hejian;Hejian;China;Hebei
938;Puxi;Puxi;China;Henan
939;Bhayandar;Bhayandar;India;Mah?r?shtra
940;Androtsy;Androtsy;Madagascar;Toliara
941;Culiacán;Culiacan;Mexico;Sinaloa
942;Cúcuta;Cucuta;Colombia;Norte de Santander
943;Danyang;Danyang;China;Jiangsu
944;Dongyang;Dongyang;China;Zhejiang
945;Kraków;Krakow;Poland;Ma?opolskie
946;Pasig City;Pasig City;Philippines;Pasig
947;Thessaloníki;Thessaloniki;Greece;Kentrikí Makedonía
948;Querétaro;Queretaro;Mexico;Querétaro
949;Palermo;Palermo;Colombia;Huila
950;Xigazê;Xigaze;China;Tibet
951;Qamdo;Qamdo;China;Tibet
952;McAllen;McAllen;United States;Texas
953;Libreville;Libreville;Gabon;Estuaire
954;Seyhan;Seyhan;Turkey;Adana
955;San Pedro Sula;San Pedro Sula;Honduras;Cortés
956;Niigata;Niigata;Japan;Niigata
957;Hempstead;Hempstead;United States;New York
958;Leeds;Leeds;United Kingdom;Leeds
959;Hamamatsu;Hamamatsu;Japan;Shizuoka
960;Pointe-Noire;Pointe-Noire;Congo (Brazzaville);Pointe-Noire
961;Xiangxiang;Xiangxiang;China;Hunan
962;Birmingham;Birmingham;United States;Alabama
963;Chaohucun;Chaohucun;China;Anhui
964;Bucheon;Bucheon;Korea, South;Gyeonggi
965;Lubango;Lubango;Angola;Huíla
966;Homs;Homs;Syria;?im?
967;Bilbao;Bilbao;Spain;Basque Country
968;Zouping;Zouping;China;Shandong
969;Frankfurt;Frankfurt;Germany;Hesse
970;San Luis Potosí;San Luis Potosi;Mexico;San Luis Potosí
971;Dali;Dali;China;Yunnan
972;Fuyang;Fuyang;China;Zhejiang
973;Kh?jand;Khujand;Tajikistan;Sughd
974;Korla;Korla;China;Xinjiang
975;Albuquerque;Albuquerque;United States;New Mexico
976;Hamh?ng;Hamhung;Korea, North;Hamnam
977;Erzurum;Erzurum;Turkey;Erzurum
978;Zagreb;Zagreb;Croatia;Zagreb, Grad
979;Al ‘Ayn;Al `Ayn;United Arab Emirates;Ab? Z?aby
980;Songzi;Songzi;China;Hubei
981;Pati?la;Patiala;India;Punjab
982;Laixi;Laixi;China;Shandong
983;Zhongba;Zhongba;China;Sichuan
984;Bahawalpur;Bahawalpur;Pakistan;Punjab
985;Qingnian;Qingnian;China;Shandong
986;Kaduna;Kaduna;Nigeria;Kaduna
987;Winnipeg;Winnipeg;Canada;Manitoba
988;Trabzon;Trabzon;Turkey;Trabzon
989;Guangshui;Guangshui;China;Hubei
990;Baardheere;Baardheere;Somalia;Gedo
991;Sh?shgarh;Shishgarh;India;Uttar Pradesh
992;Nerima;Nerima;Japan;T?ky?
993;Sizhan;Sizhan;China;Ningxia
994;Ciudad Guayana;Ciudad Guayana;Venezuela;Bolívar
995;Natal;Natal;Brazil;Rio Grande do Norte
996;Lichuan;Lichuan;China;Hubei
997;Licheng;Licheng;China;Jiangsu
998;Santo André;Santo Andre;Brazil;São Paulo
999;?ta-ku;Ota-ku;Japan;T?ky?
1000;Gaalkacyo;Gaalkacyo;Somalia;Mudug
1001;Thiruvananthapuram;Thiruvananthapuram;India;Kerala
1002;Osasco;Osasco;Brazil;São Paulo
1003;Nampula;Nampula;Mozambique;Nampula
1004;Pretoria;Pretoria;South Africa;Gauteng
1005;Kyaukse;Kyaukse;Burma;Mandalay
1006;Chengguan;Chengguan;China;Henan
1007;Nehe;Nehe;China;Heilongjiang
1008;Cabinda;Cabinda;Angola;Cabinda
1009;Kumamoto;Kumamoto;Japan;Kumamoto
1010;Kerm?n;Kerman;Iran;Kerm?n
1011;Zunhua;Zunhua;China;Hebei
1012;Or?m?yeh;Orumiyeh;Iran;?z?arb?yj?n-e Gharb?
1013;Wugang;Wugang;China;Hunan
1014;Ba?c?lar;Bagcilar;Turkey;?stanbul
1015;Quebec City;Quebec City;Canada;Quebec
1016;Shuangqiao;Shuangqiao;China;Henan
1017;Umraniye;Umraniye;Turkey;?stanbul
1018;Yanggok;Yanggok;Korea, South;Gyeonggi
1019;Tshikapa;Tshikapa;Congo (Kinshasa);Kasaï
1020;Tulsa;Tulsa;United States;Oklahoma
1021;Osogbo;Osogbo;Nigeria;Osun
1022;Comodoro Rivadavia;Comodoro Rivadavia;Argentina;Chubut
1023;Nottingham;Nottingham;United Kingdom;Nottingham
1024;Hamilton;Hamilton;Canada;Ontario
1025;Langzhong;Langzhong;China;Sichuan
1026;Cagayan de Oro;Cagayan de Oro;Philippines;Cagayan de Oro
1027;Qian’an;Qian'an;China;Hebei
1028;Fresno;Fresno;United States;California
1029;An Najaf;An Najaf;Iraq;An Najaf
1030;Cencheng;Cencheng;China;Guangxi
1031;Sorocaba;Sorocaba;Brazil;São Paulo
1032;Guli;Guli;China;Zhejiang
1033;Sagamihara;Sagamihara;Japan;Kanagawa
1034;P?shbar;Pishbar;Iran;Khor?s?n-e Jon?b?
1035;Okayama;Okayama;Japan;Okayama
1036;Anlu;Anlu;China;Hubei
1037;Concepción;Concepcion;Chile;Biobío
1038;Mississauga;Mississauga;Canada;Ontario
1039;Changsha;Changsha;China;Guangdong
1040;Songyang;Songyang;China;Henan
1041;Lviv;Lviv;Ukraine;Lvivska Oblast
1042;Shihezi;Shihezi;China;Xinjiang
1043;Vilnius;Vilnius;Lithuania;Vilniaus Miestas
1044;Marka;Marka;Somalia;Shabeellaha Hoose
1045;Enugu;Enugu;Nigeria;Enugu
1046;Valenzuela;Valenzuela;Philippines;Valenzuela
1047;Yatou;Yatou;China;Shandong
1048;Uberlândia;Uberlandia;Brazil;Minas Gerais
1049;Xichang;Xichang;China;Sichuan
1050;Zaporizhzhia;Zaporizhzhia;Ukraine;Zaporizka Oblast
1051;Bhiwandi;Bhiwandi;India;Mah?r?shtra
1052;George Town;George Town;Malaysia;Pulau Pinang
1053;Bristol;Bristol;United Kingdom;Bristol, City of
1054;Charleston;Charleston;United States;South Carolina
1055;Sah?ranpur;Saharanpur;India;Uttar Pradesh
1056;Dashiqiao;Dashiqiao;China;Liaoning
1057;Yenimahalle;Yenimahalle;Turkey;Ankara
1058;Warangal;Warangal;India;Telang?na
1059;Nampo;Nampo;Korea, North;Namp’o
1060;Dasmariñas;Dasmarinas;Philippines;Cavite
1061;Jaboatão;Jaboatao;Brazil;Pernambuco
1062;Chisinau;Chisinau;Moldova;Chi?in?u
1063;Shiliguri;Shiliguri;India;West Bengal
1064;Boosaaso;Boosaaso;Somalia;Bari
1065;Port Moresby;Port Moresby;Papua New Guinea;National Capital
1066;Latakia;Latakia;Syria;Al L?dhiq?yah
1067;Rochester;Rochester;United States;New York
1068;Ribeirão Prêto;Ribeirao Preto;Brazil;São Paulo
1069;Edogawa;Edogawa;Japan;Chiba
1070;São José dos Campos;Sao Jose dos Campos;Brazil;São Paulo
1071;General Santos;General Santos;Philippines;General Santos
1072;?am?h;Hamah;Syria;?am?h
1073;Qianxi;Qianxi;China;Guizhou
1074;Bauchi;Bauchi;Nigeria;Bauchi
1075;Pendik;Pendik;Turkey;?stanbul
1076;Salem;Salem;India;Tamil N?du
1077;Shishi;Shishi;China;Fujian
1078;Sinn?ris;Sinnuris;Egypt;Al Fayy?m
1079;Cocody;Cocody;Côte d’Ivoire;Abidjan
1080;Miluo Chengguanzhen;Miluo Chengguanzhen;China;Hunan
1081;Lokoja;Lokoja;Nigeria;Kogi
1082;Guadalupe;Guadalupe;Mexico;Nuevo León
1083;Gaizhou;Gaizhou;China;Liaoning
1084;Karbal?’;Karbala';Iraq;Karbal?’
1085;Borv?yeh-ye Al B? ‘Az?z;Borvayeh-ye Al Bu `Aziz;Iran;Kh?zest?n
1086;City of Parañaque;City of Paranaque;Philippines;Parañaque
1087;Leling;Leling;China;Shandong
1088;Mamak;Mamak;Turkey;Ankara
1089;Jianshe;Jianshe;China;Henan
1090;Tolyatti;Tolyatti;Russia;Samarskaya Oblast’
1091;Shizuoka;Shizuoka;Japan;Shizuoka
1092;Jingcheng;Jingcheng;China;Jiangsu
1093;Agege;Agege;Nigeria;Lagos
1094;Mar del Plata;Mar del Plata;Argentina;Buenos Aires
1095;Zaragoza;Zaragoza;Spain;Aragon
1096;Adachi;Adachi;Japan;T?ky?
1097;Xinmin;Xinmin;China;Liaoning
1098;Rasht;Rasht;Iran;G?l?n
1099;Shanhu;Shanhu;China;Zhejiang
1100;Zhongshu;Zhongshu;China;Guizhou
1101;Cotonou;Cotonou;Benin;Littoral
1102;Tasikmalaya;Tasikmalaya;Indonesia;Jawa Barat
1103;Kochi;Kochi;India;Kerala
1104;Soledad;Soledad;Colombia;Atlántico
1105;Dh?lia;Dhulia;India;Mah?r?shtra
1106;Acapulco de Juárez;Acapulco de Juarez;Mexico;Guerrero
1107;Gorakhpur;Gorakhpur;India;Uttar Pradesh
1108;Bah?r;Bahar;Iran;Hamad?n
1109;Kumul;Kumul;China;Xinjiang
1110;Wroc?aw;Wroclaw;Poland;Dolno?l?skie
1111;Murcia;Murcia;Spain;Murcia
1112;Pinghu;Pinghu;China;Zhejiang
1113;Guankou;Guankou;China;Sichuan
1114;?ód?;Lodz;Poland;?ódzkie
1115;Gunt?r;Guntur;India;Andhra Pradesh
1116;Bh?ngar;Bhangar;India;West Bengal
1117;Dayton;Dayton;United States;Ohio
1118;Ch’?ngjin;Ch'ongjin;Korea, North;Hambuk
1119;Qionghu;Qionghu;China;Hunan
1120;Zhaodong;Zhaodong;China;Heilongjiang
1121;Puyang Chengguanzhen;Puyang Chengguanzhen;China;Henan
1122;Bulawayo;Bulawayo;Zimbabwe;Bulawayo
1123;Huambo;Huambo;Angola;Huambo
1124;Aracaju;Aracaju;Brazil;Sergipe
1125;Bacoor;Bacoor;Philippines;Cavite
1126;Wenchang;Wenchang;China;Anhui
1127;Rotterdam;Rotterdam;Netherlands;Zuid-Holland
1128;Tlaquepaque;Tlaquepaque;Mexico;Jalisco
