id;city;city_ascii;country;admin_name
30302;Privolzhsk;Privolzhsk;Russia;Ivanovskaya Oblast’
30303;Yasnyy;Yasnyy;Russia;Orenburgskaya Oblast’
30304;San Rafael Arriba;San Rafael Arriba;Costa Rica;San José
30305;Wittenheim;Wittenheim;France;Grand Est
30306;Mangaw?n;Mangawan;India;Madhya Pradesh
30307;R?tan;Ratan;India;Bih?r
30308;Dawlish;Dawlish;United Kingdom;Devon
30309;Shimohata;Shimohata;Japan;Nagano
30310;Rio Grande City;Rio Grande City;United States;Texas
30311;Puréparo de Echaíz;Pureparo de Echaiz;Mexico;Michoacán
30312;Project Six;Project Six;Philippines;Quezon
30313;Senlis;Senlis;France;Hauts-de-France
30314;Nonkon;Nonkon;Mali;Koulikoro
30315;Ober-Ramstadt;Ober-Ramstadt;Germany;Hesse
30316;Penacova;Penacova;Portugal;Coimbra
30317;Ovruch;Ovruch;Ukraine;Zhytomyrska Oblast
30318;Coulommiers;Coulommiers;France;Île-de-France
30319;Boksitogorsk;Boksitogorsk;Russia;Leningradskaya Oblast’
30320;Bouc-Bel-Air;Bouc-Bel-Air;France;Provence-Alpes-Côte d’Azur
30321;Vail;Vail;United States;Arizona
30322;Civita Castellana;Civita Castellana;Italy;Lazio
30323;Volpiano;Volpiano;Italy;Piedmont
30324;Springdale;Springdale;United States;New Jersey
30325;Kinross;Kinross;South Africa;Mpumalanga
30326;Castellarano;Castellarano;Italy;Emilia-Romagna
30327;Dengshangcun;Dengshangcun;China;Hebei
30328;Palmview;Palmview;United States;Texas
30329;Asbury Park;Asbury Park;United States;New Jersey
30330;Pichucalco;Pichucalco;Mexico;Chiapas
30331;Libagon;Libagon;Philippines;Southern Leyte
30332;Featherstone;Featherstone;United Kingdom;Wakefield
30333;Mexborough;Mexborough;United Kingdom;Doncaster
30334;Melissa;Melissa;United States;Texas
30335;Glenn Dale;Glenn Dale;United States;Maryland
30336;Tazert;Tazert;Morocco;Marrakech-Safi
30337;Anosy Avaratra;Anosy Avaratra;Madagascar;Antananarivo
30338;La Solana;La Solana;Spain;Castille-La Mancha
30339;Marui;Marui;India;Bih?r
30340;Kriel;Kriel;South Africa;Mpumalanga
30341;Aramil;Aramil;Russia;Sverdlovskaya Oblast’
30342;Bétérou;Beterou;Benin;Borgou
30343;Itanhandu;Itanhandu;Brazil;Minas Gerais
30344;Metkovi?;Metkovic;Croatia;Dubrova?ko-Neretvanska Županija
30345;Wilmington Island;Wilmington Island;United States;Georgia
30346;Kanding;Kanding;Taiwan;Pingtung
30347;Pimpalgaon R?j?;Pimpalgaon Raja;India;Mah?r?shtra
30348;Mulakaledu;Mulakaledu;India;Andhra Pradesh
30349;Cowansville;Cowansville;Canada;Quebec
30350;Conchas;Conchas;Brazil;São Paulo
30351;Upper Southampton;Upper Southampton;United States;Pennsylvania
30352;Johnson City;Johnson City;United States;New York
30353;Rochedale;Rochedale;Australia;Queensland
30354;Billap?du;Billapadu;India;Andhra Pradesh
30355;Vieiro;Vieiro;Spain;Galicia
30356;Neston;Neston;United Kingdom;Cheshire West and Chester
30357;Sainte-Anne-des-Plaines;Sainte-Anne-des-Plaines;Canada;Quebec
30358;Avsallar;Avsallar;Turkey;Antalya
30359;Pinhalzinho;Pinhalzinho;Brazil;São Paulo
30360;Chervonopartyzansk;Chervonopartyzansk;Ukraine;Luhanska Oblast
30361;Támesis;Tamesis;Colombia;Antioquia
30362;Char?m;Charam;Iran;Kohg?l?yeh va Bowyer A?mad
30363;Bidston;Bidston;United Kingdom;Wirral
30364;Rive-de-Gier;Rive-de-Gier;France;Auvergne-Rhône-Alpes
30365;Vammala;Vammala;Finland;Pirkanmaa
30366;Bunkeflostrand;Bunkeflostrand;Sweden;Skåne
30367;Capurso;Capurso;Italy;Puglia
30368;Shangtianba;Shangtianba;China;Yunnan
30369;Mus?pur;Musapur;India;Bih?r
30370;Saint-Brice-sous-Forêt;Saint-Brice-sous-Foret;France;Île-de-France
30371;Humayingcun;Humayingcun;China;Hebei
30372;Macomb;Macomb;United States;Illinois
30373;Sumidouro;Sumidouro;Brazil;Rio de Janeiro
30374;Phillipsburg;Phillipsburg;United States;New Jersey
30375;Souk Et-Tleta des Oulad Hamdane;Souk Et-Tleta des Oulad Hamdane;Morocco;Casablanca-Settat
30376;Ljungby;Ljungby;Sweden;Kronoberg
30377;Aravakkurichchi;Aravakkurichchi;India;Tamil N?du
30378;Tirhassaline;Tirhassaline;Morocco;Béni Mellal-Khénifra
30379;La Apartada;La Apartada;Colombia;Córdoba
30380;Francheville;Francheville;France;Auvergne-Rhône-Alpes
30381;Château-Thierry;Chateau-Thierry;France;Hauts-de-France
30382;Barrocas;Barrocas;Brazil;Bahia
30383;?eská T?ebová;Ceska Trebova;Czechia;Pardubický Kraj
30384;Salesópolis;Salesopolis;Brazil;São Paulo
30385;Monroe;Monroe;United States;Ohio
30386;Huasca de Ocampo;Huasca de Ocampo;Mexico;Hidalgo
30387;Arnedo;Arnedo;Spain;La Rioja
30388;Chelsea;Chelsea;United States;Alabama
30389;Zubin Potok;Zubin Potok;Kosovo;Zubin Potok
30390;Hallstahammar;Hallstahammar;Sweden;Västmanland
30391;Gagarin Shahri;Gagarin Shahri;Uzbekistan;Jizzax
30392;Northenden;Northenden;United Kingdom;Manchester
30393;Py?pali;Pyapali;India;Andhra Pradesh
30394;Kumiyama;Kumiyama;Japan;Ky?to
30395;Davidson;Davidson;United States;North Carolina
30396;Chinsali;Chinsali;Zambia;Muchinga
30397;Chellaston;Chellaston;United Kingdom;Derbyshire
30398;Ahram;Ahram;Iran;B?shehr
30399;Mahaly;Mahaly;Madagascar;Toliara
30400;Seshambe;Seshambe;Tajikistan;Nohiyahoi Tobei Jumhurí
30401;Gombe;Gombe;Uganda;Butambala
30402;Mering;Mering;Germany;Bavaria
30403;Verwood;Verwood;United Kingdom;Dorset
30404;Imerimandroso;Imerimandroso;Madagascar;Toamasina
30405;Adilcevaz;Adilcevaz;Turkey;Bitlis
30406;Gölmarmara;Golmarmara;Turkey;Manisa
30407;Bangassi-Nangou;Bangassi-Nangou;Mali;Kayes
30408;Longwy;Longwy;France;Grand Est
30409;Uchiko;Uchiko;Japan;Ehime
30410;Melouza;Melouza;Algeria;Bordj Bou Arréridj
30411;Jang?d;Jangid;India;Telang?na
30412;Tondangi;Tondangi;India;Andhra Pradesh
30413;Bellavista;Bellavista;Chile;Maule
30414;Hebli;Hebli;India;Karn?taka
30415;San Vito al Tagliamento;San Vito al Tagliamento;Italy;Friuli Venezia Giulia
30416;Dougouni;Dougouni;Mali;Sikasso
30417;Nakanoj?machi;Nakanojomachi;Japan;Gunma
30418;Ta?ucu;Tasucu;Turkey;Mersin
30419;Azpeitia;Azpeitia;Spain;Basque Country
30420;Domaniç;Domanic;Turkey;Kütahya
30421;Schwyz;Schwyz;Switzerland;Schwyz
30422;Xiangyuncun;Xiangyuncun;China;Fujian
30423;Beech Grove;Beech Grove;United States;Indiana
30424;Dorfen;Dorfen;Germany;Bavaria
30425;Adjud;Adjud;Romania;Vrancea
30426;Gulf Shores;Gulf Shores;United States;Alabama
30427;Cessnock;Cessnock;Australia;New South Wales
30428;Wakuya;Wakuya;Japan;Miyagi
30429;Montagu;Montagu;South Africa;Western Cape
30430;Fray Luis A. Beltrán;Fray Luis A. Beltran;Argentina;Santa Fe
30431;Petl?wad;Petlawad;India;Madhya Pradesh
30432;Espumoso;Espumoso;Brazil;Rio Grande do Sul
30433;Seven Pagodas;Seven Pagodas;India;Tamil N?du
30434;Salua;Salua;India;West Bengal
30435;Gayéri;Gayeri;Burkina Faso;Est
30436;Pâ;Pa;Burkina Faso;Boucle du Mouhoun
30437;Niederkrüchten;Niederkruchten;Germany;North Rhine-Westphalia
30438;Redruth;Redruth;United Kingdom;Cornwall
30439;Cumbum;Cumbum;India;Andhra Pradesh
30440;Greenlawn;Greenlawn;United States;New York
30441;Waremme;Waremme;Belgium;Wallonia
30442;Río San Juan;Rio San Juan;Dominican Republic;Cibao Nordeste
30443;Puliy?r;Puliyur;India;Tamil N?du
30444;Hath?aundha;Hathiaundha;India;Bih?r
30445;Moura;Moura;Portugal;Beja
30446;Ewa Beach;Ewa Beach;United States;Hawaii
30447;Sobreda;Sobreda;Portugal;Setúbal
30448;Douar El Arbaa Bou Quorra;Douar El Arbaa Bou Quorra;Morocco;Tanger-Tétouan-Al Hoceïma
30449;Yauco;Yauco;Puerto Rico;Puerto Rico
30450;Lakhaura;Lakhaura;India;Bih?r
30451;Gaspé;Gaspe;Canada;Quebec
30452;Meruoca;Meruoca;Brazil;Ceará
30453;Palmers Green;Palmers Green;United Kingdom;Enfield
30454;Totteridge;Totteridge;United Kingdom;Barnet
30455;Nazaré;Nazare;Portugal;Leiria
30456;Gurramkonda;Gurramkonda;India;Andhra Pradesh
30457;Kontiolahti;Kontiolahti;Finland;Pohjois-Karjala
30458;Blaydon;Blaydon;United Kingdom;Gateshead
30459;Kenmore;Kenmore;United States;New York
30460;San Pedro Tapanatepec;San Pedro Tapanatepec;Mexico;Oaxaca
30461;Biatorbágy;Biatorbagy;Hungary;Pest
30462;Kawaminami;Kawaminami;Japan;Miyazaki
30463;Berkley;Berkley;United States;Michigan
30464;Florencia;Florencia;Costa Rica;Alajuela
30465;New Brighton;New Brighton;United Kingdom;Wirral
30466;Biritinga;Biritinga;Brazil;Bahia
30467;Kuusamo;Kuusamo;Finland;Pohjois-Pohjanmaa
30468;Whitman;Whitman;United States;Massachusetts
30469;Mall?puram;Mallapuram;India;Tamil N?du
30470;Mashpee;Mashpee;United States;Massachusetts
30471;Alice;Alice;South Africa;Eastern Cape
30472;Vicovu de Sus;Vicovu de Sus;Romania;Suceava
30473;Telua;Telua;India;Bih?r
30474;Roanoke Rapids;Roanoke Rapids;United States;North Carolina
30475;Depew;Depew;United States;New York
30476;Vandalia;Vandalia;United States;Ohio
30477;América Dourada;America Dourada;Brazil;Bahia
30478;Castiglione del Lago;Castiglione del Lago;Italy;Umbria
30479;Weißwasser/Oberlausitz;Weisswasser/Oberlausitz;Germany;Saxony
30480;?efaatl?;Sefaatli;Turkey;Yozgat
30481;Västerhaninge;Vasterhaninge;Sweden;Stockholm
30482;Horsham;Horsham;Australia;Victoria
30483;Kawasaki;Kawasaki;Japan;Fukuoka
30484;Pargas;Pargas;Finland;Varsinais-Suomi
30485;Grodzisk Wielkopolski;Grodzisk Wielkopolski;Poland;Wielkopolskie
30486;Presidente Dutra;Presidente Dutra;Brazil;Bahia
30487;Vesoul;Vesoul;France;Bourgogne-Franche-Comté
30488;Ferndale;Ferndale;United States;Washington
30489;Gang?pur;Gangapur;India;Bih?r
30490;Majiagoucha;Majiagoucha;China;Shaanxi
30491;Ambohimierambe-Andranofito;Ambohimierambe-Andranofito;Madagascar;Antananarivo
30492;New Cassel;New Cassel;United States;New York
30493;Bella Vista;Bella Vista;Argentina;Tucumán
30494;Sansepolcro;Sansepolcro;Italy;Tuscany
30495;Swampscott;Swampscott;United States;Massachusetts
30496;Bayserke;Bayserke;Kazakhstan;Almaty
30497;Raynham;Raynham;United States;Massachusetts
30498;Ban Na Kham;Ban Na Kham;Thailand;Prachin Buri
30499;Warni;Warni;India;Telang?na
30500;Sr?vardhan;Srivardhan;India;Mah?r?shtra
30501;Kutchan;Kutchan;Japan;Hokkaid?
30502;Jaguapitã;Jaguapita;Brazil;Paraná
30503;Zacualpan;Zacualpan;Mexico;México
30504;Klimavichy;Klimavichy;Belarus;Mahilyowskaya Voblasts’
30505;Mazagran;Mazagran;Algeria;Mostaganem
30506;Xihuangni;Xihuangni;China;Hebei
30507;Newport Pagnell;Newport Pagnell;United Kingdom;Milton Keynes
30508;Mahikeng;Mahikeng;South Africa;North West
30509;Vize;Vize;Turkey;K?rklareli
30510;Rumst;Rumst;Belgium;Flanders
30511;Koduman;Koduman;India;Kerala
30512;Oulad Bou Rahmoun;Oulad Bou Rahmoun;Morocco;Béni Mellal-Khénifra
30513;Tamaki;Tamaki;Japan;Mie
30514;Gloversville;Gloversville;United States;New York
30515;Radviliškis;Radviliskis;Lithuania;Radviliškis
30516;Sakabansi;Sakabansi;Benin;Borgou
30517;Miraí;Mirai;Brazil;Minas Gerais
30518;Maesawa;Maesawa;Japan;Iwate
30519;Bhoj;Bhoj;India;Karn?taka
30520;Itki Th?kurgaon;Itki Thakurgaon;India;Jh?rkhand
30521;Khaira;Khaira;India;Bih?r
30522;Piratininga;Piratininga;Brazil;São Paulo
30523;Chautham;Chautham;India;Bih?r
30524;Doumanaba;Doumanaba;Mali;Sikasso
30525;Tredegar;Tredegar;United Kingdom;Blaenau Gwent
30526;Kulunda;Kulunda;Russia;Altayskiy Kray
30527;Bilaua;Bilaua;India;Madhya Pradesh
30528;Hendersonville;Hendersonville;United States;North Carolina
30529;Silvino Lobos;Silvino Lobos;Philippines;Northern Samar
30530;Putyvl;Putyvl;Ukraine;Sumska Oblast
30531;Nopala de Villagran;Nopala de Villagran;Mexico;Hidalgo
30532;Çifteler;Cifteler;Turkey;Eski?ehir
30533;Pacific Grove;Pacific Grove;United States;California
30534;Huitzilan;Huitzilan;Mexico;Puebla
30535;Wülflingen;Wulflingen;Switzerland;Zürich
30536;Tonawanda;Tonawanda;United States;New York
30537;Galatone;Galatone;Italy;Puglia
30538;Brake;Brake;Germany;Lower Saxony
30539;Ban Ton Thong Chai;Ban Ton Thong Chai;Thailand;Lampang
30540;Babhani Bholwa;Babhani Bholwa;India;Bih?r
30541;Tagoloan;Tagoloan;Philippines;Lanao del Norte
30542;Schriesheim;Schriesheim;Germany;Baden-Württemberg
30543;Al Mad?m?d;Al Madamud;Egypt;Al Uq?ur
30544;Bhatranha;Bhatranha;India;Bih?r
30545;Kastsyukovichy;Kastsyukovichy;Belarus;Mahilyowskaya Voblasts’
30546;Changamkari;Changamkari;India;Kerala
30547;Canyon;Canyon;United States;Texas
30548;Cernavod?;Cernavoda;Romania;Ialomi?a
30549;Putaparti;Putaparti;India;Andhra Pradesh
30550;Kidal;Kidal;Mali;Kidal
30551;Capotille;Capotille;Haiti;Nord-Est
30552;Sooke;Sooke;Canada;British Columbia
30553;Tabhka Kh?s;Tabhka Khas;India;Bih?r
30554;Hasanpur;Hasanpur;India;Bih?r
30555;Jadia;Jadia;India;Bih?r
30556;Mellila;Mellila;Morocco;Casablanca-Settat
30557;Bina;Bina;India;Bih?r
30558;Bonheiden;Bonheiden;Belgium;Flanders
30559;Makapanstad;Makapanstad;South Africa;North West
30560;Sultanda??;Sultandagi;Turkey;Afyonkarahisar
30561;Eggertsville;Eggertsville;United States;New York
30562;Koh?r;Kohir;India;Telang?na
30563;Natividade do Carangola;Natividade do Carangola;Brazil;Rio de Janeiro
30564;West Park;West Park;United States;Florida
30565;Hatton;Hatton;Sri Lanka;Central
30566;Durham;Durham;United States;New Hampshire
30567;Campodarsego;Campodarsego;Italy;Veneto
30568;Hasanganj;Hasanganj;India;Uttar Pradesh
30569;Talladega;Talladega;United States;Alabama
30570;Clevelândia;Clevelandia;Brazil;Paraná
30571;Ipauçu;Ipaucu;Brazil;São Paulo
30572;Mani;Mani;Burkina Faso;Est
30573;Peddapalle;Peddapalle;India;Andhra Pradesh
30574;Devendranagar;Devendranagar;India;Madhya Pradesh
30575;Hazel Park;Hazel Park;United States;Michigan
30576;Leninsk;Leninsk;Russia;Volgogradskaya Oblast’
30577;Neustadt bei Coburg;Neustadt bei Coburg;Germany;Bavaria
30578;Front Royal;Front Royal;United States;Virginia
30579;Ut Bulag;Ut Bulag;China;Xinjiang
30580;Spring Creek;Spring Creek;United States;Nevada
30581;Bad Wurzach;Bad Wurzach;Germany;Baden-Württemberg
30582;Olonne-sur-Mer;Olonne-sur-Mer;France;Pays de la Loire
30583;Montargis;Montargis;France;Centre-Val de Loire
30584;Sabou;Sabou;Burkina Faso;Centre-Ouest
30585;Alvinópolis;Alvinopolis;Brazil;Minas Gerais
30586;Andondabe;Andondabe;Madagascar;Toamasina
30587;Pedara;Pedara;Italy;Sicilia
30588;Tatarikan;Tatarikan;Philippines;Lanao del Sur
30589;Kanungu;Kanungu;Uganda;Kanungu
30590;Echuca;Echuca;Australia;Victoria
30591;Bolivia;Bolivia;Cuba;Ciego de Ávila
30592;Markgröningen;Markgroningen;Germany;Baden-Württemberg
30593;Patnanungan;Patnanungan;Philippines;Quezon
30594;Rizal;Rizal;Philippines;Zamboanga del Norte
30595;Royse City;Royse City;United States;Texas
30596;Rajni;Rajni;India;Bih?r
30597;Mineral Wells;Mineral Wells;United States;Texas
30598;Ekma;Ekma;India;Bih?r
30599;Kawagoe;Kawagoe;Japan;Mie
30600;Perchtoldsdorf;Perchtoldsdorf;Austria;Niederösterreich
30601;Amlash;Amlash;Iran;G?l?n
30602;La Magdalena Tlaltelulco;La Magdalena Tlaltelulco;Mexico;Tlaxcala
30603;Pontinia;Pontinia;Italy;Lazio
30604;Boskoop;Boskoop;Netherlands;Zuid-Holland
30605;Saint-Avold;Saint-Avold;France;Grand Est
30606;Tubod;Tubod;Philippines;Surigao del Norte
30607;Murray Bridge;Murray Bridge;Australia;South Australia
30608;Langelsheim;Langelsheim;Germany;Lower Saxony
30609;Gondomar;Gondomar;Spain;Galicia
30610;Glasgow;Glasgow;United States;Kentucky
30611;Rev?r;Revur;India;Telang?na
30612;Kamitonda;Kamitonda;Japan;Wakayama
30613;Burshtyn;Burshtyn;Ukraine;Ivano-Frankivska Oblast
30614;Ylivieska;Ylivieska;Finland;Pohjois-Pohjanmaa
30615;Ochanthururtha;Ochanthururtha;India;Kerala
30616;Carrières-sur-Seine;Carrieres-sur-Seine;France;Île-de-France
30617;El Arenal;El Arenal;Mexico;Hidalgo
30618;Villa Ocampo;Villa Ocampo;Argentina;Santa Fe
30619;Chépica;Chepica;Chile;Libertador General Bernardo O’Higgins
30620;Grenzach-Wyhlen;Grenzach-Wyhlen;Germany;Baden-Württemberg
30621;Mollerusa;Mollerusa;Spain;Catalonia
30622;Frederick;Frederick;United States;Colorado
30623;Contamana;Contamana;Peru;Loreto
30624;Monroe;Monroe;United States;Georgia
30625;Tone;Tone;Japan;Ibaraki
30626;Le Hochet;Le Hochet;Mauritius;Pamplemousses
30627;Corupá;Corupa;Brazil;Santa Catarina
30628;Ritterhude;Ritterhude;Germany;Bremen
30629;Capela;Capela;Brazil;Alagoas
30630;Saty?mangala;Satyamangala;India;Karn?taka
30631;Zozocolco de Hidalgo;Zozocolco de Hidalgo;Mexico;Veracruz
30632;Filia?i;Filiasi;Romania;Dolj
30633;Fritzlar;Fritzlar;Germany;Hesse
30634;Sabbah;Sabbah;Morocco;Rabat-Salé-Kénitra
30635;Udiy?vara;Udiyavara;India;Karn?taka
30636;Ban Ho Mae Salong;Ban Ho Mae Salong;Thailand;Chiang Rai
30637;South Farmingdale;South Farmingdale;United States;New York
30638;Ferreiros;Ferreiros;Brazil;Pernambuco
30639;Cuevas del Almanzora;Cuevas del Almanzora;Spain;Andalusia
30640;Lebanon;Lebanon;United States;Missouri
30641;Swallownest;Swallownest;United Kingdom;Rotherham
30642;Midar;Midar;Morocco;Oriental
30643;Kutavett?r;Kutavettur;India;Kerala
30644;Brasilândia;Brasilandia;Brazil;Minas Gerais
30645;Bangui;Bangui;Philippines;Ilocos Norte
30646;Ban Mae Sun Luang;Ban Mae Sun Luang;Thailand;Chiang Mai
30647;Puerto Salgar;Puerto Salgar;Colombia;Cundinamarca
30648;Isl?mpur;Islampur;India;West Bengal
30649;Boa Esperança do Sul;Boa Esperanca do Sul;Brazil;São Paulo
30650;Netherton;Netherton;United Kingdom;Dudley
30651;Aruvikkara;Aruvikkara;India;Tamil N?du
30652;Lockhart;Lockhart;United States;Florida
30653;Kaintragarh;Kaintragarh;India;Odisha
30654;Hudiksvall;Hudiksvall;Sweden;Gävleborg
30655;Landsberg;Landsberg;Germany;Saxony-Anhalt
30656;Kon?rka;Konarka;India;Odisha
30657;Shamsa;Shamsa;India;Bih?r
30658;Potsdam;Potsdam;United States;New York
30659;Westervoort;Westervoort;Netherlands;Gelderland
30660;Busko-Zdrój;Busko-Zdroj;Poland;?wi?tokrzyskie
30661;Issoire;Issoire;France;Auvergne-Rhône-Alpes
30662;Andorinha;Andorinha;Brazil;Bahia
30663;Canet de Mar;Canet de Mar;Spain;Catalonia
30664;Cassano delle Murge;Cassano delle Murge;Italy;Puglia
30665;Struga;Struga;North Macedonia;Struga
30666;Dionísio Cerqueira;Dionisio Cerqueira;Brazil;Santa Catarina
30667;Dembecha;Dembecha;Ethiopia;?mara
30668;Naduvattam;Naduvattam;India;Tamil N?du
30669;Saidpur;Saidpur;India;Bih?r
30670;Alpedrete;Alpedrete;Spain;Madrid
30671;Witzenhausen;Witzenhausen;Germany;Hesse
30672;Wallan;Wallan;Australia;Victoria
30673;Novyi Buh;Novyi Buh;Ukraine;Mykolaivska Oblast
30674;Sárvár;Sarvar;Hungary;Vas
30675;Barajor;Barajor;India;Bih?r
30676;Pavannur;Pavannur;India;Kerala
30677;Verdal;Verdal;Norway;Trøndelag
30678;California City;California City;United States;California
30679;Acala;Acala;Mexico;Chiapas
30680;Kezi;Kezi;Zimbabwe;Matabeleland South
30681;Râs Baalbek;Ras Baalbek;Lebanon;Baalbek-Hermel
30682;Quthing;Quthing;Lesotho;Quthing
30683;Manambondro;Manambondro;Madagascar;Fianarantsoa
30684;Milenaka;Milenaka;Madagascar;Toliara
30685;Soalala;Soalala;Madagascar;Mahajanga
30686;Ambodiriana;Ambodiriana;Madagascar;Antananarivo
30687;Befasy;Befasy;Madagascar;Toliara
30688;Kopoky;Kopoky;Madagascar;Toliara
30689;Ramainandro;Ramainandro;Madagascar;Antananarivo
30690;Ambinanindrano;Ambinanindrano;Madagascar;Fianarantsoa
30691;Ambatomanjaka;Ambatomanjaka;Madagascar;Antananarivo
30692;Andranovelona;Andranovelona;Madagascar;Antananarivo
30693;Ianantsony;Ianantsony;Madagascar;Toliara
30694;Analamary;Analamary;Madagascar;Toliara
30695;Imanombo;Imanombo;Madagascar;Toliara
30696;Beroy Atsimo;Beroy Atsimo;Madagascar;Toliara
30697;Alarobia Bemaha;Alarobia Bemaha;Madagascar;Antananarivo
30698;Talata Ampano;Talata Ampano;Madagascar;Fianarantsoa
30699;Ambatoharanana;Ambatoharanana;Madagascar;Toamasina
30700;Sahave;Sahave;Madagascar;Fianarantsoa
30701;Bevoay;Bevoay;Madagascar;Toliara
30702;Anahidrano;Anahidrano;Madagascar;Mahajanga
30703;Ambahive;Ambahive;Madagascar;Fianarantsoa
30704;Ifatsy;Ifatsy;Madagascar;Fianarantsoa
30705;Ankisabe;Ankisabe;Madagascar;Antananarivo
30706;Anjoma-Ramartina;Anjoma-Ramartina;Madagascar;Antananarivo
30707;Lokomby;Lokomby;Madagascar;Fianarantsoa
30708;Behisatse;Behisatse;Madagascar;Toliara
30709;Iharan?a;Iharana;Madagascar;Antsiranana
30710;Manandona;Manandona;Madagascar;Antananarivo
30711;Antanimenabaka;Antanimenabaka;Madagascar;Toamasina
30712;Marofototra;Marofototra;Madagascar;Fianarantsoa
30713;Tsiatajavona-Ankaratra;Tsiatajavona-Ankaratra;Madagascar;Antananarivo
30714;Antsoso;Antsoso;Madagascar;Antananarivo
30715;Ambesisika;Ambesisika;Madagascar;Mahajanga
30716;Ankilimivory;Ankilimivory;Madagascar;Toliara
30717;Antanifotsy;Antanifotsy;Madagascar;Toamasina
30718;W?n Long;Wan Long;Burma;Shan State
30719;Kyaukmyaung;Kyaukmyaung;Burma;Sagaing
30720;Aiyetoro Gbede;Aiyetoro Gbede;Nigeria;Kogi
30721;Amawom;Amawom;Nigeria;Abia
30722;R?mechh?p;Ramechhap;Nepal;
30723;Bhimphedi;Bhimphedi;Nepal;
30724;Salyan;Salyan;Nepal;
30725;Richmond;Richmond;New Zealand;Tasman
30726;Mian Sahib;Mian Sahib;Pakistan;Sindh
30727;Awan Patti;Awan Patti;Pakistan;Azad Kashmir
30728;Koungheul;Koungheul;Senegal;Kaffrine
30729;Bakel;Bakel;Senegal;Tambacounda
30730;Yufle;Yufle;Somalia;Sanaag
30731;Kuljibr?n;Kuljibrin;Syria;?alab
30732;Sarmad?;Sarmada;Syria;Idlib
30733;Gammarth;Gammarth;Tunisia;Tunis
30734;Özdere;Ozdere;Turkey;?zmir
30735;Kalongo;Kalongo;Uganda;Agago
30736;Matuga;Matuga;Uganda;Wakiso
30737;Zombo;Zombo;Uganda;Zombo
30738;Mutukula;Mutukula;Uganda;Rakai
30739;Chaguaramas;Chaguaramas;Venezuela;Guárico
30740;Clarines;Clarines;Venezuela;Anzoátegui
30741;Fayr?z K?h;Fayroz Koh;Afghanistan;Gh?r
30742;Taywarah;Taywarah;Afghanistan;Gh?r
30743;Barak?;Baraki;Afghanistan;L?gar
30744;Spitak;Spitak;Armenia;Lorri
30745;Villa Ojo de Agua;Villa Ojo de Agua;Argentina;Santiago del Estero
30746;B?is?ri;Baisari;Bangladesh;Barishal
30747;Jamaica;Jamaica;Cuba;Mayabeque
30748;Guayos;Guayos;Cuba;Sancti Spíritus
30749;Villaviciosa;Villaviciosa;Spain;Asturias
30750;Saint-Avertin;Saint-Avertin;France;Centre-Val de Loire
30751;Hessle;Hessle;United Kingdom;East Riding of Yorkshire
30752;Tillor Khurd;Tillor Khurd;India;Madhya Pradesh
30753;Chettikulam;Chettikulam;India;Tamil N?du
30754;Aivanallur;Aivanallur;India;Tamil N?du
30755;Shafinagar;Shafinagar;India;Uttar Pradesh
30756;Damalcheruvu;Damalcheruvu;India;Andhra Pradesh
30757;Cortalim;Cortalim;India;Goa
30758;Majhgaw?n;Majhgawan;India;Madhya Pradesh
30759;Hombal;Hombal;India;Karn?taka
30760;Bellatti;Bellatti;India;Tamil N?du
30761;Singh?nw?la;Singhanwala;India;Punjab
30762;Hullahalli;Hullahalli;India;Karn?taka
30763;Muttamtura;Muttamtura;India;Tamil N?du
30764;Sathamba;Sathamba;India;Gujar?t
30765;Valatt?r;Valattur;India;Tamil N?du
30766;Nedumpura;Nedumpura;India;Kerala
30767;Turori;Turori;India;Mah?r?shtra
30768;Kh?ndh?r;Khandhar;India;R?jasth?n
30769;Shirud;Shirud;India;Mah?r?shtra
30770;Galatge;Galatge;India;Karn?taka
30771;Vasa;Vasa;India;Gujar?t
30772;Bar?alah;Bartalah;Iraq;N?nawá
30773;Amirl?;Amirli;Iraq;?al?? ad D?n
30774;Yinhua;Yinhua;China;Shaanxi
30775;Winkfield;Winkfield;United Kingdom;Bracknell Forest
30776;Talpa de Allende;Talpa de Allende;Mexico;Jalisco
30777;Worthington;Worthington;United States;Ohio
30778;Henderson;Henderson;United States;North Carolina
30779;Buda;Buda;United States;Texas
30780;Highland Park;Highland Park;United States;New Jersey
30781;Sanyi;Sanyi;Taiwan;Miaoli
30782;Shambu;Shambu;Ethiopia;Orom?ya
30783;Huchuan;Huchuan;China;Gansu
30784;Anororo;Anororo;Madagascar;Toamasina
30785;Santa;Santa;Philippines;Ilocos Sur
30786;?üv?lan;Suvalan;Azerbaijan;Bak?
30787;Büttelborn;Buttelborn;Germany;Hesse
30788;Antequera;Antequera;Philippines;Bohol
30789;Kisvárda;Kisvarda;Hungary;Szabolcs-Szatmár-Bereg
30790;Shklow;Shklow;Belarus;Mahilyowskaya Voblasts’
30791;Djambala;Djambala;Congo (Brazzaville);Plateaux
30792;La Gloria;La Gloria;Colombia;Cesar
30793;Pyryatyn;Pyryatyn;Ukraine;Poltavska Oblast
30794;Kaguchi;Kaguchi;India;Tamil N?du
30795;Salinas da Margarida;Salinas da Margarida;Brazil;Bahia
30796;Esbiaat;Esbiaat;Morocco;Marrakech-Safi
30797;Sant’Arpino;Sant'Arpino;Italy;Campania
30798;Calanogas;Calanogas;Philippines;Lanao del Sur
